"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/sequences/Scene13/Alice_Spade_BG_Mat.Alice_Spade_BG_Mat","0","0","14","1","0.000000","0","0"
"/Game/sequences/Scene13/Alice_Heart_BG_Mat.Alice_Heart_BG_Mat","0","0","14","1","0.000000","0","0"
"/Game/sequences/Scene13/Alice_Diamond_BG_Mat.Alice_Diamond_BG_Mat","0","0","14","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","79","1","0.000000","0","0"
"/Game/Assets/Stage/Textures/curtainOverhead.curtainOverhead","0","0","14","1","0.000000","0","0"
"/Game/Assets/Stage/Textures/Stage.Stage","0","0","14","1","0.000000","0","0"
"/Game/Assets/Stage/Textures/curtainSides.curtainSides","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/windingsign.windingsign","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/windinghill.windinghill","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/whiterabbit.whiterabbit","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/tree.tree","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/sleepyhill.sleepyhill","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/rabbitholetree.rabbitholetree","0","0","14","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","58","1","0.000000","0","0"
"/Game/Assets/Alice_and_Sister_Mat.Alice_and_Sister_Mat","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/madhattersparty.madhattersparty","0","0","14","1","0.000000","0","0"
"/Game/Assets/Stage/Textures/CurtainBack.CurtainBack","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/queenofhearts.queenofhearts","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/mushroomtable.mushroomtable","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/mushroomgarden.mushroomgarden","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/Mccheshiretalking.Mccheshiretalking","0","0","26","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/Cheshiretalking.Cheshiretalking","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/mccheshirecatlaughing.mccheshirecatlaughing","0","0","26","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/eatmecookie.eatmecookie","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/drinkmebottle.drinkmebottle","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/distantteaparty.distantteaparty","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/curiousalice.curiousalice","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/chasinghill.chasinghill","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/ALICE.ALICE","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/alicesurprised.alicesurprised","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/alicerunning.alicerunning","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/alicemeetscheshire.alicemeetscheshire","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/aliceinmirror.aliceinmirror","0","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/ALICECROQUET.ALICECROQUET","0","0","14","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","30"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","69","3","0.000000","0","23"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","28","2","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","0","26","1","0.000000","0","0"
"/Game/Assets/Stage/lambert2.lambert2","49","0","14","1","0.000000","0","0"
"/Game/Assets/Stage/lambert1.lambert1","49","0","26","1","0.000000","0","0"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","0","35","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/alicesitting.alicesitting","49","0","14","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","838","1","0.000000","0","0"
"/Game/sequences/Scene13/Alice_Club_BG_Mat.Alice_Club_BG_Mat","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Game/sequences/Scene13/Alice_Spade_BG_Mat.Alice_Spade_BG_Mat","49","0","14","1","0.000000","0","0"
"/Game/sequences/Scene13/Alice_Heart_BG_Mat.Alice_Heart_BG_Mat","49","0","14","1","0.000000","0","0"
"/Game/sequences/Scene13/Alice_Diamond_BG_Mat.Alice_Diamond_BG_Mat","49","0","14","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","94","1","0.000000","0","0"
"/Game/Assets/Stage/Textures/curtainOverhead.curtainOverhead","49","0","14","1","0.000000","0","0"
"/Game/Assets/Stage/Textures/Stage.Stage","49","0","14","1","0.000000","0","0"
"/Game/Assets/Stage/Textures/curtainSides.curtainSides","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/windingsign.windingsign","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/windinghill.windinghill","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/whiterabbit.whiterabbit","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/tree.tree","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/sleepyhill.sleepyhill","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/rabbitholetree.rabbitholetree","49","0","14","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","0","62","1","0.000000","0","0"
"/Game/Assets/Alice_and_Sister_Mat.Alice_and_Sister_Mat","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/madhattersparty.madhattersparty","49","0","14","1","0.000000","0","0"
"/Game/Assets/Stage/Textures/CurtainBack.CurtainBack","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/queenofhearts.queenofhearts","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/mushroomtable.mushroomtable","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/mushroomgarden.mushroomgarden","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/Mccheshiretalking.Mccheshiretalking","49","0","26","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/Cheshiretalking.Cheshiretalking","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/mccheshirecatlaughing.mccheshirecatlaughing","49","0","26","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/eatmecookie.eatmecookie","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/drinkmebottle.drinkmebottle","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/distantteaparty.distantteaparty","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/curiousalice.curiousalice","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/chasinghill.chasinghill","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/ALICE.ALICE","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/alicesurprised.alicesurprised","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/alicerunning.alicerunning","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/alicemeetscheshire.alicemeetscheshire","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/aliceinmirror.aliceinmirror","49","0","14","1","0.000000","0","0"
"/Game/Assets/Puppets/TEXTURES/ALICECROQUET.ALICECROQUET","49","0","14","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","0","60","2","0.000000","0","30"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","0","69","3","0.000000","0","23"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","0","46","2","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","70","6","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","49","0","144","6","0.000000","0","0"
